"","season_name","season","episode","title","day","challenge_type","winners","winning_tribe"
"4325","Survivor: All-Stars",8,5,"I've Been Bamboozled!",15,"reward","Colby","Mogo Mogo"
"4326","Survivor: All-Stars",8,5,"I've Been Bamboozled!",15,"reward","Ethan","Mogo Mogo"
"4327","Survivor: All-Stars",8,5,"I've Been Bamboozled!",15,"reward","Jerri","Mogo Mogo"
"4328","Survivor: All-Stars",8,5,"I've Been Bamboozled!",15,"reward","Lex","Mogo Mogo"
"4329","Survivor: All-Stars",8,5,"I've Been Bamboozled!",15,"reward","Kathy","Mogo Mogo"
"4330","Survivor: All-Stars",8,5,"I've Been Bamboozled!",15,"reward","Shii Ann","Mogo Mogo"
"4331","Survivor: All-Stars",8,5,"I've Been Bamboozled!",15,"reward","Sue","Chapera"
"4332","Survivor: All-Stars",8,5,"I've Been Bamboozled!",15,"reward","Alicia","Chapera"
"4333","Survivor: All-Stars",8,5,"I've Been Bamboozled!",15,"reward","Tom","Chapera"
"4334","Survivor: All-Stars",8,5,"I've Been Bamboozled!",15,"reward","Rupert","Chapera"
"4335","Survivor: All-Stars",8,5,"I've Been Bamboozled!",15,"reward","Jenna L.","Chapera"
"4336","Survivor: All-Stars",8,5,"I've Been Bamboozled!",15,"reward","Rob M.","Chapera"
"4337","Survivor: All-Stars",8,5,"I've Been Bamboozled!",15,"reward","Amber","Chapera"
"4338","Survivor: All-Stars",8,5,"I've Been Bamboozled!",15,"immunity","Sue","Chapera"
"4339","Survivor: All-Stars",8,5,"I've Been Bamboozled!",15,"immunity","Alicia","Chapera"
"4340","Survivor: All-Stars",8,5,"I've Been Bamboozled!",15,"immunity","Tom","Chapera"
"4341","Survivor: All-Stars",8,5,"I've Been Bamboozled!",15,"immunity","Rupert","Chapera"
"4342","Survivor: All-Stars",8,5,"I've Been Bamboozled!",15,"immunity","Jenna L.","Chapera"
"4343","Survivor: All-Stars",8,5,"I've Been Bamboozled!",15,"immunity","Rob M.","Chapera"
"4344","Survivor: All-Stars",8,5,"I've Been Bamboozled!",15,"immunity","Amber","Chapera"
"4345","Survivor: All-Stars",8,6,"Outraged",17,"reward","Colby","Mogo Mogo"
"4346","Survivor: All-Stars",8,6,"Outraged",17,"reward","Ethan","Mogo Mogo"
"4347","Survivor: All-Stars",8,6,"Outraged",17,"reward","Jerri","Mogo Mogo"
"4348","Survivor: All-Stars",8,6,"Outraged",17,"reward","Lex","Mogo Mogo"
"4349","Survivor: All-Stars",8,6,"Outraged",17,"reward","Kathy","Mogo Mogo"
"4350","Survivor: All-Stars",8,6,"Outraged",17,"reward","Shii Ann","Mogo Mogo"
"4351","Survivor: All-Stars",8,6,"Outraged",17,"immunity","None",NA
"4352","Survivor: All-Stars",8,7,"Sorry...I Blew It",19,"reward","Alicia","Chapera"
"4353","Survivor: All-Stars",8,7,"Sorry...I Blew It",19,"reward","Tom","Chapera"
"4354","Survivor: All-Stars",8,7,"Sorry...I Blew It",19,"reward","Rupert","Chapera"
"4355","Survivor: All-Stars",8,7,"Sorry...I Blew It",19,"reward","Jenna L.","Chapera"
"4356","Survivor: All-Stars",8,7,"Sorry...I Blew It",19,"reward","Rob M.","Chapera"
"4357","Survivor: All-Stars",8,7,"Sorry...I Blew It",19,"reward","Amber","Chapera"
"4358","Survivor: All-Stars",8,7,"Sorry...I Blew It",19,"immunity","Alicia","Chapera"
"4359","Survivor: All-Stars",8,7,"Sorry...I Blew It",19,"immunity","Tom","Chapera"
"4360","Survivor: All-Stars",8,7,"Sorry...I Blew It",19,"immunity","Rupert","Chapera"
"4361","Survivor: All-Stars",8,7,"Sorry...I Blew It",19,"immunity","Jenna L.","Chapera"
"4362","Survivor: All-Stars",8,7,"Sorry...I Blew It",19,"immunity","Rob M.","Chapera"
"4363","Survivor: All-Stars",8,7,"Sorry...I Blew It",19,"immunity","Amber","Chapera"
"4364","Survivor: All-Stars",8,8,"Pick A Tribemate",21,"reward","Alicia","Chapera"
"4365","Survivor: All-Stars",8,8,"Pick A Tribemate",21,"reward","Tom","Chapera"
"4366","Survivor: All-Stars",8,8,"Pick A Tribemate",21,"reward","Rupert","Chapera"
"4367","Survivor: All-Stars",8,8,"Pick A Tribemate",21,"reward","Jenna L.","Chapera"
"4368","Survivor: All-Stars",8,8,"Pick A Tribemate",21,"reward","Rob M.","Chapera"
"4369","Survivor: All-Stars",8,8,"Pick A Tribemate",21,"reward","Amber","Chapera"
"4370","Survivor: All-Stars",8,8,"Pick A Tribemate",21,"immunity","Alicia","Chapera"
"4371","Survivor: All-Stars",8,8,"Pick A Tribemate",21,"immunity","Tom","Chapera"
"4372","Survivor: All-Stars",8,8,"Pick A Tribemate",21,"immunity","Rupert","Chapera"
"4373","Survivor: All-Stars",8,8,"Pick A Tribemate",21,"immunity","Jenna L.","Chapera"
"4374","Survivor: All-Stars",8,8,"Pick A Tribemate",21,"immunity","Rob M.","Chapera"
"4375","Survivor: All-Stars",8,8,"Pick A Tribemate",21,"immunity","Amber","Chapera"
"4376","Survivor: All-Stars",8,10,"Mad Scramble and Broken Hearts",24,"immunity","Alicia","Mogo Mogo"
"4377","Survivor: All-Stars",8,10,"Mad Scramble and Broken Hearts",24,"immunity","Tom","Mogo Mogo"
"4378","Survivor: All-Stars",8,10,"Mad Scramble and Broken Hearts",24,"immunity","Rupert","Mogo Mogo"
"4379","Survivor: All-Stars",8,10,"Mad Scramble and Broken Hearts",24,"immunity","Jenna L.","Mogo Mogo"
"4380","Survivor: All-Stars",8,10,"Mad Scramble and Broken Hearts",24,"immunity","Rob M.","Mogo Mogo"
"4381","Survivor: All-Stars",8,11,"Anger, Tears and Chaos",27,"reward","Rupert",NA
"4382","Survivor: All-Stars",8,11,"Anger, Tears and Chaos",27,"reward","Jenna L.",NA
"4383","Survivor: All-Stars",8,11,"Anger, Tears and Chaos",27,"reward","Amber",NA
"4384","Survivor: All-Stars",8,11,"Anger, Tears and Chaos",27,"immunity","Kathy",NA
"4385","Survivor: All-Stars",8,11,"Anger, Tears and Chaos",27,"immunity","Rob M.",NA
"4386","Survivor: All-Stars",8,12,"A Thoughtful Gesture or a Deceptive Plan",28,"reward","Alicia",NA
"4387","Survivor: All-Stars",8,12,"A Thoughtful Gesture or a Deceptive Plan",28,"reward","Amber",NA
"4388","Survivor: All-Stars",8,12,"A Thoughtful Gesture or a Deceptive Plan",28,"reward","Rob M.",NA
"4389","Survivor: All-Stars",8,12,"A Thoughtful Gesture or a Deceptive Plan",28,"reward","Shii Ann",NA
"4390","Survivor: All-Stars",8,12,"A Thoughtful Gesture or a Deceptive Plan",28,"reward","Rob M.(Jenna L.Kathy",NA
"4391","Survivor: All-Stars",8,12,"A Thoughtful Gesture or a Deceptive Plan",28,"reward","Rupert",NA
"4392","Survivor: All-Stars",8,12,"A Thoughtful Gesture or a Deceptive Plan",28,"reward","Tom)",NA
"4393","Survivor: All-Stars",8,12,"A Thoughtful Gesture or a Deceptive Plan",28,"immunity","Rob M.",NA
"4394","Survivor: All-Stars",8,13,"Stupid People, Stupid, Stupid People",30,"reward","Rupert",NA
"4395","Survivor: All-Stars",8,13,"Stupid People, Stupid, Stupid People",30,"immunity","Shii Ann",NA
"4396","Survivor: All-Stars",8,14,"A Chapera Surprise",33,"reward","Tom",NA
"4397","Survivor: All-Stars",8,14,"A Chapera Surprise",33,"reward","Rob M.",NA
"4398","Survivor: All-Stars",8,14,"A Chapera Surprise",33,"immunity","Tom",NA
"4399","Survivor: All-Stars",8,15,"The Instigator",36,"reward","Rob M.",NA
"4400","Survivor: All-Stars",8,15,"The Instigator",36,"reward","Amber",NA
"4401","Survivor: All-Stars",8,15,"The Instigator",36,"immunity","Rob M.",NA
"4402","Survivor: All-Stars",8,16,"The Sole Surviving All-Star",37,"immunity","Amber",NA
"4403","Survivor: All-Stars",8,16,"The Sole Surviving All-Star",38,"immunity","Rob M.",NA
"4404","Survivor: Pearl Islands",7,1,"Beg, Barter, Steal",3,"immunity","Shawn","Drake"
"4405","Survivor: Pearl Islands",7,1,"Beg, Barter, Steal",3,"immunity","Rupert","Drake"
"4406","Survivor: Pearl Islands",7,1,"Beg, Barter, Steal",3,"immunity","Christa","Drake"
"4407","Survivor: Pearl Islands",7,1,"Beg, Barter, Steal",3,"immunity","Jon","Drake"
"4408","Survivor: Pearl Islands",7,1,"Beg, Barter, Steal",3,"immunity","Sandra","Drake"
"4409","Survivor: Pearl Islands",7,2,"To Quit or Not to Quit",6,"reward","Shawn","Drake"
"4410","Survivor: Pearl Islands",7,2,"To Quit or Not to Quit",6,"reward","Rupert","Drake"
"4411","Survivor: Pearl Islands",7,2,"To Quit or Not to Quit",6,"reward","Christa","Drake"
"4412","Survivor: Pearl Islands",7,2,"To Quit or Not to Quit",6,"reward","Jon","Drake"
"4413","Survivor: Pearl Islands",7,2,"To Quit or Not to Quit",6,"reward","Sandra","Drake"
"4414","Survivor: Pearl Islands",7,2,"To Quit or Not to Quit",6,"immunity","Shawn","Drake"
"4415","Survivor: Pearl Islands",7,2,"To Quit or Not to Quit",6,"immunity","Rupert","Drake"
"4416","Survivor: Pearl Islands",7,2,"To Quit or Not to Quit",6,"immunity","Christa","Drake"
"4417","Survivor: Pearl Islands",7,2,"To Quit or Not to Quit",6,"immunity","Jon","Drake"
"4418","Survivor: Pearl Islands",7,2,"To Quit or Not to Quit",6,"immunity","Sandra","Drake"
"4419","Survivor: Pearl Islands",7,3,"United We Stand, Divided We...?",9,"reward","Shawn","Drake"
"4420","Survivor: Pearl Islands",7,3,"United We Stand, Divided We...?",9,"reward","Rupert","Drake"
"4421","Survivor: Pearl Islands",7,3,"United We Stand, Divided We...?",9,"reward","Christa","Drake"
"4422","Survivor: Pearl Islands",7,3,"United We Stand, Divided We...?",9,"reward","Jon","Drake"
"4423","Survivor: Pearl Islands",7,3,"United We Stand, Divided We...?",9,"reward","Sandra","Drake"
"4424","Survivor: Pearl Islands",7,3,"United We Stand, Divided We...?",9,"immunity","Shawn","Drake"
"4425","Survivor: Pearl Islands",7,3,"United We Stand, Divided We...?",9,"immunity","Rupert","Drake"
"4426","Survivor: Pearl Islands",7,3,"United We Stand, Divided We...?",9,"immunity","Christa","Drake"
"4427","Survivor: Pearl Islands",7,3,"United We Stand, Divided We...?",9,"immunity","Jon","Drake"
"4428","Survivor: Pearl Islands",7,3,"United We Stand, Divided We...?",9,"immunity","Sandra","Drake"
"4429","Survivor: Pearl Islands",7,4,"Pick a Castaway...Any Castaway",12,"reward","Shawn","Drake"
"4430","Survivor: Pearl Islands",7,4,"Pick a Castaway...Any Castaway",12,"reward","Rupert","Drake"
"4431","Survivor: Pearl Islands",7,4,"Pick a Castaway...Any Castaway",12,"reward","Christa","Drake"
"4432","Survivor: Pearl Islands",7,4,"Pick a Castaway...Any Castaway",12,"reward","Jon","Drake"
"4433","Survivor: Pearl Islands",7,4,"Pick a Castaway...Any Castaway",12,"reward","Sandra","Drake"
"4434","Survivor: Pearl Islands",7,4,"Pick a Castaway...Any Castaway",12,"immunity","Osten","Morgan"
"4435","Survivor: Pearl Islands",7,4,"Pick a Castaway...Any Castaway",12,"immunity","Andrew","Morgan"
"4436","Survivor: Pearl Islands",7,4,"Pick a Castaway...Any Castaway",12,"immunity","Ryan O.","Morgan"
"4437","Survivor: Pearl Islands",7,4,"Pick a Castaway...Any Castaway",12,"immunity","Tijuana","Morgan"
"4438","Survivor: Pearl Islands",7,4,"Pick a Castaway...Any Castaway",12,"immunity","Darrah","Morgan"
"4439","Survivor: Pearl Islands",7,4,"Pick a Castaway...Any Castaway",12,"immunity","Rupert",NA
"4440","Survivor: Pearl Islands",7,5,"Everyone's Hero",15,"reward","Osten","Morgan"
"4441","Survivor: Pearl Islands",7,5,"Everyone's Hero",15,"reward","Andrew","Morgan"
"4442","Survivor: Pearl Islands",7,5,"Everyone's Hero",15,"reward","Ryan O.","Morgan"
"4443","Survivor: Pearl Islands",7,5,"Everyone's Hero",15,"reward","Tijuana","Morgan"
"4444","Survivor: Pearl Islands",7,5,"Everyone's Hero",15,"reward","Darrah","Morgan"
"4445","Survivor: Pearl Islands",7,5,"Everyone's Hero",15,"immunity","Osten","Morgan"
"4446","Survivor: Pearl Islands",7,5,"Everyone's Hero",15,"immunity","Andrew","Morgan"
"4447","Survivor: Pearl Islands",7,5,"Everyone's Hero",15,"immunity","Ryan O.","Morgan"
"4448","Survivor: Pearl Islands",7,5,"Everyone's Hero",15,"immunity","Tijuana","Morgan"
"4449","Survivor: Pearl Islands",7,5,"Everyone's Hero",15,"immunity","Darrah","Morgan"
"4450","Survivor: Pearl Islands",7,6,"Me and My Snake",18,"reward","Shawn","Drake"
"4451","Survivor: Pearl Islands",7,6,"Me and My Snake",18,"reward","Rupert","Drake"
"4452","Survivor: Pearl Islands",7,6,"Me and My Snake",18,"reward","Christa","Drake"
"4453","Survivor: Pearl Islands",7,6,"Me and My Snake",18,"reward","Jon","Drake"
"4454","Survivor: Pearl Islands",7,6,"Me and My Snake",18,"reward","Sandra","Drake"
"4455","Survivor: Pearl Islands",7,6,"Me and My Snake",18,"immunity","Osten","Morgan"
"4456","Survivor: Pearl Islands",7,6,"Me and My Snake",18,"immunity","Andrew","Morgan"
"4457","Survivor: Pearl Islands",7,6,"Me and My Snake",18,"immunity","Ryan O.","Morgan"
"4458","Survivor: Pearl Islands",7,6,"Me and My Snake",18,"immunity","Tijuana","Morgan"
"4459","Survivor: Pearl Islands",7,6,"Me and My Snake",18,"immunity","Darrah","Morgan"
"4460","Survivor: Pearl Islands",7,7,"What the...?, Part 1",19,"immunity","Outcasts",NA
"4461","Survivor: Pearl Islands",7,7,"What the...?, Part 1",19,"immunity","Outcasts",NA
"4462","Survivor: Pearl Islands",7,8,"What the...?, Part 2",21,"immunity","Burton",NA
"4463","Survivor: Pearl Islands",7,9,"Shocking! Simply Shocking!",24,"reward","Rupert(Burton)",NA
"4464","Survivor: Pearl Islands",7,9,"Shocking! Simply Shocking!",24,"reward","Lillian",NA
"4465","Survivor: Pearl Islands",7,9,"Shocking! Simply Shocking!",24,"immunity","Rupert",NA
"4466","Survivor: Pearl Islands",7,10,"Swimming With Sharks",27,"reward","Burton(Jon)",NA
"4467","Survivor: Pearl Islands",7,10,"Swimming With Sharks",27,"reward","Lillian",NA
"4468","Survivor: Pearl Islands",7,10,"Swimming With Sharks",27,"immunity","Burton",NA
"4469","Survivor: Pearl Islands",7,11,"The Great Lie",30,"reward","Jon",NA
"4470","Survivor: Pearl Islands",7,11,"The Great Lie",30,"immunity","Darrah",NA
"4471","Survivor: Pearl Islands",7,12,"Would You Be My Brutus Today?",33,"reward","Darrah",NA
"4472","Survivor: Pearl Islands",7,12,"Would You Be My Brutus Today?",33,"reward","Jon",NA
"4473","Survivor: Pearl Islands",7,12,"Would You Be My Brutus Today?",33,"reward","Lillian",NA
"4474","Survivor: Pearl Islands",7,12,"Would You Be My Brutus Today?",33,"immunity","Darrah",NA
"4475","Survivor: Pearl Islands",7,13,"Mutiny",36,"reward","Burton",NA
"4476","Survivor: Pearl Islands",7,13,"Mutiny",36,"reward","Jon",NA
"4477","Survivor: Pearl Islands",7,13,"Mutiny",36,"immunity","Darrah",NA
"4478","Survivor: Pearl Islands",7,14,"Flames and Endurance",37,"immunity","The Jury",NA
"4479","Survivor: Pearl Islands",7,14,"Flames and Endurance",38,"immunity","Lillian",NA
"4480","Survivor: The Amazon",6,1,"Boys vs. Girls",3,"immunity","Janet","Jaburu"
"4481","Survivor: The Amazon",6,1,"Boys vs. Girls",3,"immunity","JoAnna","Jaburu"
"4482","Survivor: The Amazon",6,1,"Boys vs. Girls",3,"immunity","Jeanne","Jaburu"
"4483","Survivor: The Amazon",6,1,"Boys vs. Girls",3,"immunity","Shawna","Jaburu"
"4484","Survivor: The Amazon",6,1,"Boys vs. Girls",3,"immunity","Deena","Jaburu"
"4485","Survivor: The Amazon",6,1,"Boys vs. Girls",3,"immunity","Christy","Jaburu"
"4486","Survivor: The Amazon",6,1,"Boys vs. Girls",3,"immunity","Heidi","Jaburu"
"4487","Survivor: The Amazon",6,1,"Boys vs. Girls",3,"immunity","Jenna","Jaburu"
"4488","Survivor: The Amazon",6,2,"Storms",6,"reward","Janet","Jaburu"
"4489","Survivor: The Amazon",6,2,"Storms",6,"reward","JoAnna","Jaburu"
"4490","Survivor: The Amazon",6,2,"Storms",6,"reward","Jeanne","Jaburu"
"4491","Survivor: The Amazon",6,2,"Storms",6,"reward","Shawna","Jaburu"
"4492","Survivor: The Amazon",6,2,"Storms",6,"reward","Deena","Jaburu"
"4493","Survivor: The Amazon",6,2,"Storms",6,"reward","Christy","Jaburu"
"4494","Survivor: The Amazon",6,2,"Storms",6,"reward","Heidi","Jaburu"
"4495","Survivor: The Amazon",6,2,"Storms",6,"reward","Jenna","Jaburu"
"4496","Survivor: The Amazon",6,2,"Storms",6,"immunity","Daniel","Tambaqui"
"4497","Survivor: The Amazon",6,2,"Storms",6,"immunity","Roger","Tambaqui"
"4498","Survivor: The Amazon",6,2,"Storms",6,"immunity","Dave","Tambaqui"
"4499","Survivor: The Amazon",6,2,"Storms",6,"immunity","Alex","Tambaqui"
"4500","Survivor: The Amazon",6,2,"Storms",6,"immunity","Butch","Tambaqui"
"4501","Survivor: The Amazon",6,2,"Storms",6,"immunity","Rob","Tambaqui"
"4502","Survivor: The Amazon",6,2,"Storms",6,"immunity","Matthew","Tambaqui"
"4503","Survivor: The Amazon",6,3,"Girl Power",9,"reward","JoAnna","Jaburu"
"4504","Survivor: The Amazon",6,3,"Girl Power",9,"reward","Jeanne","Jaburu"
"4505","Survivor: The Amazon",6,3,"Girl Power",9,"reward","Shawna","Jaburu"
"4506","Survivor: The Amazon",6,3,"Girl Power",9,"reward","Deena","Jaburu"
"4507","Survivor: The Amazon",6,3,"Girl Power",9,"reward","Christy","Jaburu"
"4508","Survivor: The Amazon",6,3,"Girl Power",9,"reward","Heidi","Jaburu"
"4509","Survivor: The Amazon",6,3,"Girl Power",9,"reward","Jenna","Jaburu"
"4510","Survivor: The Amazon",6,3,"Girl Power",9,"immunity","JoAnna","Jaburu"
"4511","Survivor: The Amazon",6,3,"Girl Power",9,"immunity","Jeanne","Jaburu"
"4512","Survivor: The Amazon",6,3,"Girl Power",9,"immunity","Shawna","Jaburu"
"4513","Survivor: The Amazon",6,3,"Girl Power",9,"immunity","Deena","Jaburu"
"4514","Survivor: The Amazon",6,3,"Girl Power",9,"immunity","Christy","Jaburu"
"4515","Survivor: The Amazon",6,3,"Girl Power",9,"immunity","Heidi","Jaburu"
"4516","Survivor: The Amazon",6,3,"Girl Power",9,"immunity","Jenna","Jaburu"
"4517","Survivor: The Amazon",6,4,"Trapped",12,"reward","Roger","Tambaqui"
"4518","Survivor: The Amazon",6,4,"Trapped",12,"reward","Dave","Tambaqui"
"4519","Survivor: The Amazon",6,4,"Trapped",12,"reward","Alex","Tambaqui"
"4520","Survivor: The Amazon",6,4,"Trapped",12,"reward","Butch","Tambaqui"
"4521","Survivor: The Amazon",6,4,"Trapped",12,"reward","Rob","Tambaqui"
"4522","Survivor: The Amazon",6,4,"Trapped",12,"reward","Matthew","Tambaqui"
"4523","Survivor: The Amazon",6,4,"Trapped",12,"immunity","Roger","Tambaqui"
"4524","Survivor: The Amazon",6,4,"Trapped",12,"immunity","Dave","Tambaqui"
"4525","Survivor: The Amazon",6,4,"Trapped",12,"immunity","Alex","Tambaqui"
"4526","Survivor: The Amazon",6,4,"Trapped",12,"immunity","Butch","Tambaqui"
"4527","Survivor: The Amazon",6,4,"Trapped",12,"immunity","Rob","Tambaqui"
"4528","Survivor: The Amazon",6,4,"Trapped",12,"immunity","Matthew","Tambaqui"
"4529","Survivor: The Amazon",6,5,"Pick-up Sticks",15,"immunity","Shawna","Jaburu"
"4530","Survivor: The Amazon",6,5,"Pick-up Sticks",15,"immunity","Deena","Jaburu"
"4531","Survivor: The Amazon",6,5,"Pick-up Sticks",15,"immunity","Alex","Jaburu"
"4532","Survivor: The Amazon",6,5,"Pick-up Sticks",15,"immunity","Rob","Jaburu"
"4533","Survivor: The Amazon",6,5,"Pick-up Sticks",15,"immunity","Matthew","Jaburu"
"4534","Survivor: The Amazon",6,5,"Pick-up Sticks",15,"immunity","Jenna","Jaburu"
"4535","Survivor: The Amazon",6,6,"More Than Meats the Eye",18,"reward","Roger","Tambaqui"
"4536","Survivor: The Amazon",6,6,"More Than Meats the Eye",18,"reward","Dave","Tambaqui"
"4537","Survivor: The Amazon",6,6,"More Than Meats the Eye",18,"reward","Christy","Tambaqui"
"4538","Survivor: The Amazon",6,6,"More Than Meats the Eye",18,"reward","Heidi","Tambaqui"
"4539","Survivor: The Amazon",6,6,"More Than Meats the Eye",18,"reward","Butch","Tambaqui"
"4540","Survivor: The Amazon",6,6,"More Than Meats the Eye",18,"immunity","Roger","Tambaqui"
"4541","Survivor: The Amazon",6,6,"More Than Meats the Eye",18,"immunity","Dave","Tambaqui"
"4542","Survivor: The Amazon",6,6,"More Than Meats the Eye",18,"immunity","Christy","Tambaqui"
"4543","Survivor: The Amazon",6,6,"More Than Meats the Eye",18,"immunity","Heidi","Tambaqui"
"4544","Survivor: The Amazon",6,6,"More Than Meats the Eye",18,"immunity","Butch","Tambaqui"
"4545","Survivor: The Amazon",6,7,"Girls Gone Wilder",21,"immunity","Deena",NA
"4546","Survivor: The Amazon",6,8,"Sleeping With the Enemy",24,"reward","Dave",NA
"4547","Survivor: The Amazon",6,8,"Sleeping With the Enemy",24,"reward"," ",NA
"4548","Survivor: The Amazon",6,8,"Sleeping With the Enemy",24,"reward","Deena",NA
"4549","Survivor: The Amazon",6,8,"Sleeping With the Enemy",24,"immunity","Jenna",NA
"4550","Survivor: The Amazon",6,9,"The Chain",27,"reward","Alex",NA
"4551","Survivor: The Amazon",6,9,"The Chain",27,"reward"," ",NA
"4552","Survivor: The Amazon",6,9,"The Chain",27,"reward","Jenna",NA
"4553","Survivor: The Amazon",6,9,"The Chain",27,"immunity","Matthew",NA
"4554","Survivor: The Amazon",6,11,"Q and A",30,"reward","SurvivorAuction",NA
"4555","Survivor: The Amazon",6,11,"Q and A",30,"immunity","Rob",NA
"4556","Survivor: The Amazon",6,12,"Sour Grapes",33,"reward","Matthew",NA
"4557","Survivor: The Amazon",6,12,"Sour Grapes",33,"reward","Butch",NA
"4558","Survivor: The Amazon",6,12,"Sour Grapes",33,"reward","Christy",NA
"4559","Survivor: The Amazon",6,12,"Sour Grapes",33,"reward","Heidi",NA
"4560","Survivor: The Amazon",6,12,"Sour Grapes",33,"reward","Jenna",NA
"4561","Survivor: The Amazon",6,12,"Sour Grapes",33,"reward","Rob",NA
"4562","Survivor: The Amazon",6,12,"Sour Grapes",33,"immunity","Jenna ",NA
"4563","Survivor: The Amazon",6,13,"The Amazon Heats Up",36,"reward","Matthew ",NA
"4564","Survivor: The Amazon",6,13,"The Amazon Heats Up",36,"reward","Rob",NA
"4565","Survivor: The Amazon",6,13,"The Amazon Heats Up",36,"immunity","Matthew",NA
"4566","Survivor: The Amazon",6,14,"...And Then There Were Four",37,"immunity","Jenna",NA
"4567","Survivor: The Amazon",6,14,"...And Then There Were Four",38,"immunity","Jenna",NA
"4568","Survivor: Thailand",5,1,"The Importance of Being Eldest",3,"immunity","Jed","Sook Jai"
"4569","Survivor: Thailand",5,1,"The Importance of Being Eldest",3,"immunity","Stephanie","Sook Jai"
"4570","Survivor: Thailand",5,1,"The Importance of Being Eldest",3,"immunity","Robb","Sook Jai"
"4571","Survivor: Thailand",5,1,"The Importance of Being Eldest",3,"immunity","Shii Ann","Sook Jai"
"4572","Survivor: Thailand",5,1,"The Importance of Being Eldest",3,"immunity","Erin","Sook Jai"
"4573","Survivor: Thailand",5,1,"The Importance of Being Eldest",3,"immunity","Ken","Sook Jai"
"4574","Survivor: Thailand",5,1,"The Importance of Being Eldest",3,"immunity","Penny","Sook Jai"
"4575","Survivor: Thailand",5,1,"The Importance of Being Eldest",3,"immunity","Jake","Sook Jai"
"4576","Survivor: Thailand",5,2,"The Great Divide",6,"reward","Jed","Sook Jai"
"4577","Survivor: Thailand",5,2,"The Great Divide",6,"reward","Stephanie","Sook Jai"
"4578","Survivor: Thailand",5,2,"The Great Divide",6,"reward","Robb","Sook Jai"
"4579","Survivor: Thailand",5,2,"The Great Divide",6,"reward","Shii Ann","Sook Jai"
"4580","Survivor: Thailand",5,2,"The Great Divide",6,"reward","Erin","Sook Jai"
"4581","Survivor: Thailand",5,2,"The Great Divide",6,"reward","Ken","Sook Jai"
"4582","Survivor: Thailand",5,2,"The Great Divide",6,"reward","Penny","Sook Jai"
"4583","Survivor: Thailand",5,2,"The Great Divide",6,"reward","Jake","Sook Jai"
"4584","Survivor: Thailand",5,2,"The Great Divide",6,"immunity","Jed","Sook Jai"
"4585","Survivor: Thailand",5,2,"The Great Divide",6,"immunity","Stephanie","Sook Jai"
"4586","Survivor: Thailand",5,2,"The Great Divide",6,"immunity","Robb","Sook Jai"
"4587","Survivor: Thailand",5,2,"The Great Divide",6,"immunity","Shii Ann","Sook Jai"
"4588","Survivor: Thailand",5,2,"The Great Divide",6,"immunity","Erin","Sook Jai"
"4589","Survivor: Thailand",5,2,"The Great Divide",6,"immunity","Ken","Sook Jai"
"4590","Survivor: Thailand",5,2,"The Great Divide",6,"immunity","Penny","Sook Jai"
"4591","Survivor: Thailand",5,2,"The Great Divide",6,"immunity","Jake","Sook Jai"
"4592","Survivor: Thailand",5,3,"Family Values",9,"reward","Ghandia","Chuay Gahn"
"4593","Survivor: Thailand",5,3,"Family Values",9,"reward","Ted","Chuay Gahn"
"4594","Survivor: Thailand",5,3,"Family Values",9,"reward","Helen","Chuay Gahn"
"4595","Survivor: Thailand",5,3,"Family Values",9,"reward","Jan","Chuay Gahn"
"4596","Survivor: Thailand",5,3,"Family Values",9,"reward","Clay","Chuay Gahn"
"4597","Survivor: Thailand",5,3,"Family Values",9,"reward","Brian","Chuay Gahn"
"4598","Survivor: Thailand",5,3,"Family Values",9,"immunity","Ghandia","Chuay Gahn"
"4599","Survivor: Thailand",5,3,"Family Values",9,"immunity","Ted","Chuay Gahn"
"4600","Survivor: Thailand",5,3,"Family Values",9,"immunity","Helen","Chuay Gahn"
"4601","Survivor: Thailand",5,3,"Family Values",9,"immunity","Jan","Chuay Gahn"
"4602","Survivor: Thailand",5,3,"Family Values",9,"immunity","Clay","Chuay Gahn"
"4603","Survivor: Thailand",5,3,"Family Values",9,"immunity","Brian","Chuay Gahn"
"4604","Survivor: Thailand",5,4,"Gender Bender",12,"reward","Stephanie","Sook Jai"
"4605","Survivor: Thailand",5,4,"Gender Bender",12,"reward","Robb","Sook Jai"
"4606","Survivor: Thailand",5,4,"Gender Bender",12,"reward","Shii Ann","Sook Jai"
"4607","Survivor: Thailand",5,4,"Gender Bender",12,"reward","Erin","Sook Jai"
"4608","Survivor: Thailand",5,4,"Gender Bender",12,"reward","Ken","Sook Jai"
"4609","Survivor: Thailand",5,4,"Gender Bender",12,"reward","Penny","Sook Jai"
"4610","Survivor: Thailand",5,4,"Gender Bender",12,"reward","Jake","Sook Jai"
"4611","Survivor: Thailand",5,4,"Gender Bender",12,"immunity","Stephanie","Sook Jai"
"4612","Survivor: Thailand",5,4,"Gender Bender",12,"immunity","Robb","Sook Jai"
"4613","Survivor: Thailand",5,4,"Gender Bender",12,"immunity","Shii Ann","Sook Jai"
"4614","Survivor: Thailand",5,4,"Gender Bender",12,"immunity","Erin","Sook Jai"
"4615","Survivor: Thailand",5,4,"Gender Bender",12,"immunity","Ken","Sook Jai"
"4616","Survivor: Thailand",5,4,"Gender Bender",12,"immunity","Penny","Sook Jai"
"4617","Survivor: Thailand",5,4,"Gender Bender",12,"immunity","Jake","Sook Jai"
